
=== Evento(s): Stage 6 & Stage 3 & Stage 4 & Stage 2 & Stage 5 & Stage 1 ===
                                  athlete_id    split  netTime_sec         anomaly_type
169492  b09f286b-d893-5548-8bdc-64ba245e9604      CP3     6343.514  Velocidad imposible
169493  b09f286b-d893-5548-8bdc-64ba245e9604      EH2     8259.805  Velocidad imposible
169496  b09f286b-d893-5548-8bdc-64ba245e9604   Lastkm    14601.160  Velocidad imposible
169497  b09f286b-d893-5548-8bdc-64ba245e9604     Meta    14714.851  Velocidad imposible
169499  b09f286b-d893-5548-8bdc-64ba245e9604      CP1     2070.457  Velocidad imposible
169500  b09f286b-d893-5548-8bdc-64ba245e9604      EH1     2866.921  Velocidad imposible
169501  b09f286b-d893-5548-8bdc-64ba245e9604      CP2     3519.447  Velocidad imposible
169502  b09f286b-d893-5548-8bdc-64ba245e9604      EH2     6619.719  Velocidad imposible
169503  b09f286b-d893-5548-8bdc-64ba245e9604      EH3     9344.047  Velocidad imposible
169504  b09f286b-d893-5548-8bdc-64ba245e9604      CP4    11142.820  Velocidad imposible
169505  b09f286b-d893-5548-8bdc-64ba245e9604   Lastkm    11707.877  Velocidad imposible
169506  b09f286b-d893-5548-8bdc-64ba245e9604     Meta    11820.546  Velocidad imposible
169508  b09f286b-d893-5548-8bdc-64ba245e9604      CP1     1370.400  Velocidad imposible
169509  b09f286b-d893-5548-8bdc-64ba245e9604      EH1     2037.380  Velocidad imposible
169510  b09f286b-d893-5548-8bdc-64ba245e9604      CP2     3673.351  Velocidad imposible
169511  b09f286b-d893-5548-8bdc-64ba245e9604      CP3     4171.502  Velocidad imposible
169512  b09f286b-d893-5548-8bdc-64ba245e9604      EH2     6399.403  Velocidad imposible
169513  b09f286b-d893-5548-8bdc-64ba245e9604      CP4     6952.340  Velocidad imposible
169514  b09f286b-d893-5548-8bdc-64ba245e9604   Lastkm     7899.227  Velocidad imposible
169515  b09f286b-d893-5548-8bdc-64ba245e9604     Meta     7981.990  Velocidad imposible
169528  0c58b531-dab8-5f64-9708-a9b553a15d0f     Meta     8440.003  Velocidad imposible
169532  0c58b531-dab8-5f64-9708-a9b553a15d0f      CP2     4889.652  Velocidad imposible
169549  0c58b531-dab8-5f64-9708-a9b553a15d0f      CP1     2197.349  Velocidad imposible
169550  0c58b531-dab8-5f64-9708-a9b553a15d0f      EH1     3040.188  Velocidad imposible
169551  0c58b531-dab8-5f64-9708-a9b553a15d0f      CP2     3705.760  Velocidad imposible
169558  0c58b531-dab8-5f64-9708-a9b553a15d0f      CP1     1464.400  Velocidad imposible
169559  0c58b531-dab8-5f64-9708-a9b553a15d0f      EH1     2208.600  Velocidad imposible
169560  0c58b531-dab8-5f64-9708-a9b553a15d0f      CP2     3986.849  Velocidad imposible
169561  0c58b531-dab8-5f64-9708-a9b553a15d0f      CP3     4470.582  Velocidad imposible
169562  0c58b531-dab8-5f64-9708-a9b553a15d0f      EH2     7093.303  Velocidad imposible
169563  0c58b531-dab8-5f64-9708-a9b553a15d0f      CP4     7820.383  Velocidad imposible
169582  4bfd70d3-a1f6-5440-975e-ba313c37419f      CP2     5085.371  Velocidad imposible
169608  4bfd70d3-a1f6-5440-975e-ba313c37419f      CP1     1738.030  Velocidad imposible
169609  4bfd70d3-a1f6-5440-975e-ba313c37419f      EH1     2569.740  Velocidad imposible
169610  4bfd70d3-a1f6-5440-975e-ba313c37419f      CP2     4535.077  Velocidad imposible
169611  4bfd70d3-a1f6-5440-975e-ba313c37419f      CP3     5072.564  Velocidad imposible
169761  15d75cae-8d64-5ca9-93a1-1c43d69478a2      CP1     1913.450  Velocidad imposible
169762  15d75cae-8d64-5ca9-93a1-1c43d69478a2      EH1     2813.690  Velocidad imposible
169821  e32760c7-4811-5cc3-91f7-3da2a995629c      EH1     9508.893    Outlier de tiempo
169822  e32760c7-4811-5cc3-91f7-3da2a995629c      CP2    11902.507    Outlier de tiempo
169862  e32760c7-4811-5cc3-91f7-3da2a995629c      CP1     2124.340  Velocidad imposible
169913  aed63c0f-b802-5690-82fd-fc3c14a6a10e      CP1     2112.520  Velocidad imposible
169962  5abeef6d-0f87-558b-8b69-15be56100e3d      CP1     1757.450  Velocidad imposible
169963  5abeef6d-0f87-558b-8b69-15be56100e3d      EH1     2634.830  Velocidad imposible
169964  5abeef6d-0f87-558b-8b69-15be56100e3d      CP3     4919.442  Velocidad imposible
170012  a2415cff-8ede-50ab-9706-98fb5c17a454      CP1     1951.630  Velocidad imposible
170013  a2415cff-8ede-50ab-9706-98fb5c17a454      EH1     2852.410  Velocidad imposible
170036  79a219ab-b789-5161-b6b0-6ad2d2b4a398      CP2     5099.210  Velocidad imposible
170062  79a219ab-b789-5161-b6b0-6ad2d2b4a398      CP1     1729.150  Velocidad imposible
170063  79a219ab-b789-5161-b6b0-6ad2d2b4a398      EH1     2640.990  Velocidad imposible
170093  5dfb0ad8-6857-5875-b4db-e67220e006bf      CP1     6057.949    Outlier de tiempo
170096  5dfb0ad8-6857-5875-b4db-e67220e006bf      EH2    17148.040    Outlier de tiempo
170097  5dfb0ad8-6857-5875-b4db-e67220e006bf     Meta    52504.005    Outlier de tiempo
170098  5dfb0ad8-6857-5875-b4db-e67220e006bf   Lastkm    34253.040    Outlier de tiempo
170099  5dfb0ad8-6857-5875-b4db-e67220e006bf      EH3    27854.554    Outlier de tiempo
170106  5dfb0ad8-6857-5875-b4db-e67220e006bf      CP3    22285.028    Outlier de tiempo
170131  775f95fd-5e69-58f1-bab1-de4a20ae9f86     Meta     9432.493  Velocidad imposible
170134  775f95fd-5e69-58f1-bab1-de4a20ae9f86      EH1     3006.419  Velocidad imposible
170135  775f95fd-5e69-58f1-bab1-de4a20ae9f86      CP2     4566.467  Velocidad imposible
170161  775f95fd-5e69-58f1-bab1-de4a20ae9f86      CP1     1583.220  Velocidad imposible
170162  775f95fd-5e69-58f1-bab1-de4a20ae9f86      EH1     2372.070  Velocidad imposible
170163  775f95fd-5e69-58f1-bab1-de4a20ae9f86      CP2     4281.346  Velocidad imposible
170164  775f95fd-5e69-58f1-bab1-de4a20ae9f86      CP3     4797.368  Velocidad imposible
170262  fff02d42-5649-5e47-b5be-4af6335c18d0      CP1     1719.980  Velocidad imposible
170263  fff02d42-5649-5e47-b5be-4af6335c18d0      EH1     2570.160  Velocidad imposible
170264  fff02d42-5649-5e47-b5be-4af6335c18d0      CP2     4611.954  Velocidad imposible
170282  8b90a2f1-d22e-5b57-8329-7d7b05b99e58     Meta     8682.499  Velocidad imposible
170285  8b90a2f1-d22e-5b57-8329-7d7b05b99e58      EH1     3004.254  Velocidad imposible
170286  8b90a2f1-d22e-5b57-8329-7d7b05b99e58      CP2     4565.201  Velocidad imposible
170288  8b90a2f1-d22e-5b57-8329-7d7b05b99e58      CP3     8580.486  Velocidad imposible
170312  8b90a2f1-d22e-5b57-8329-7d7b05b99e58      CP1     1546.000  Velocidad imposible
170313  8b90a2f1-d22e-5b57-8329-7d7b05b99e58      EH1     2327.090  Velocidad imposible
170314  8b90a2f1-d22e-5b57-8329-7d7b05b99e58      CP2     4288.510  Velocidad imposible
170315  8b90a2f1-d22e-5b57-8329-7d7b05b99e58      CP3     4868.408  Velocidad imposible
170343  3304619f-941a-58cb-8d8f-ed03b6665ae7      CP1     6070.572    Outlier de tiempo
170346  3304619f-941a-58cb-8d8f-ed03b6665ae7      EH2    17149.922    Outlier de tiempo
170357  3304619f-941a-58cb-8d8f-ed03b6665ae7      CP3    22114.586    Outlier de tiempo
170382  ff50dfab-2fa4-5c0e-8d2d-10f4e6a211ff     Meta     8770.375  Velocidad imposible
170385  ff50dfab-2fa4-5c0e-8d2d-10f4e6a211ff      EH1     3007.471  Velocidad imposible
170386  ff50dfab-2fa4-5c0e-8d2d-10f4e6a211ff      CP2     4568.034  Velocidad imposible
170412  ff50dfab-2fa4-5c0e-8d2d-10f4e6a211ff      CP1     1586.290  Velocidad imposible
170413  ff50dfab-2fa4-5c0e-8d2d-10f4e6a211ff      EH1     2371.130  Velocidad imposible
170414  ff50dfab-2fa4-5c0e-8d2d-10f4e6a211ff      CP2     4280.021  Velocidad imposible
170415  ff50dfab-2fa4-5c0e-8d2d-10f4e6a211ff      CP3     4804.906  Velocidad imposible
170485  d747d402-4d6f-5d59-864f-460dd76ddb28      CP4    12262.735  Velocidad imposible
170486  d747d402-4d6f-5d59-864f-460dd76ddb28  Last km    12414.520  Velocidad imposible
170487  d747d402-4d6f-5d59-864f-460dd76ddb28     Meta    12525.599  Velocidad imposible
170492  d747d402-4d6f-5d59-864f-460dd76ddb28     Meta     8089.617  Velocidad imposible
170494  d747d402-4d6f-5d59-864f-460dd76ddb28      CP1     1684.763  Velocidad imposible
170495  d747d402-4d6f-5d59-864f-460dd76ddb28      EH1     2937.594  Velocidad imposible
170496  d747d402-4d6f-5d59-864f-460dd76ddb28      CP2     4444.658  Velocidad imposible
170497  d747d402-4d6f-5d59-864f-460dd76ddb28      EH2     6542.070  Velocidad imposible
170498  d747d402-4d6f-5d59-864f-460dd76ddb28      CP3     7573.085  Velocidad imposible
170499  d747d402-4d6f-5d59-864f-460dd76ddb28      EH3     9730.795  Velocidad imposible
170500  d747d402-4d6f-5d59-864f-460dd76ddb28      CP4     9976.168  Velocidad imposible
170501  d747d402-4d6f-5d59-864f-460dd76ddb28   Lastkm    11689.815  Velocidad imposible
170502  d747d402-4d6f-5d59-864f-460dd76ddb28     Meta    11840.386  Velocidad imposible
170513  d747d402-4d6f-5d59-864f-460dd76ddb28      CP1     2130.970  Velocidad imposible
170514  d747d402-4d6f-5d59-864f-460dd76ddb28      EH1     2936.659  Velocidad imposible
170515  d747d402-4d6f-5d59-864f-460dd76ddb28      CP2     3520.300  Velocidad imposible
170516  d747d402-4d6f-5d59-864f-460dd76ddb28      EH2     7023.372  Velocidad imposible
170517  d747d402-4d6f-5d59-864f-460dd76ddb28      EH3     9671.690  Velocidad imposible
170522  d747d402-4d6f-5d59-864f-460dd76ddb28      CP1     1372.130  Velocidad imposible
170523  d747d402-4d6f-5d59-864f-460dd76ddb28      EH1     2038.450  Velocidad imposible
170524  d747d402-4d6f-5d59-864f-460dd76ddb28      CP2     3674.387  Velocidad imposible
170525  d747d402-4d6f-5d59-864f-460dd76ddb28      CP3     4170.810  Velocidad imposible
170526  d747d402-4d6f-5d59-864f-460dd76ddb28      EH2     6602.872  Velocidad imposible
170527  d747d402-4d6f-5d59-864f-460dd76ddb28      CP4     7240.101  Velocidad imposible
170528  d747d402-4d6f-5d59-864f-460dd76ddb28   Lastkm     8226.116  Velocidad imposible
170529  d747d402-4d6f-5d59-864f-460dd76ddb28     Meta     8307.209  Velocidad imposible
170546  9a909013-0d62-5c97-b6e7-c9fcdc2a64d3      CP2     5062.196  Velocidad imposible
170573  9a909013-0d62-5c97-b6e7-c9fcdc2a64d3      CP1     1846.480  Velocidad imposible
170574  9a909013-0d62-5c97-b6e7-c9fcdc2a64d3      EH1     2710.920  Velocidad imposible
170593  2f0e1c77-226d-51b7-82b6-40c2bed3cc16     Meta     9546.174  Velocidad imposible
170597  2f0e1c77-226d-51b7-82b6-40c2bed3cc16      CP2     5109.895  Velocidad imposible
170623  2f0e1c77-226d-51b7-82b6-40c2bed3cc16      CP1     1804.560  Velocidad imposible
170624  2f0e1c77-226d-51b7-82b6-40c2bed3cc16      EH1     2655.970  Velocidad imposible
170625  2f0e1c77-226d-51b7-82b6-40c2bed3cc16      CP2     4686.568  Velocidad imposible
170674  8b3763fa-0cda-50f1-8449-69496d83a314      CP1     2098.180  Velocidad imposible
170717  2f58abeb-a3cf-57d4-a65c-632d26585014      CP1     1996.640  Velocidad imposible
170718  2f58abeb-a3cf-57d4-a65c-632d26585014      EH1     2970.260  Velocidad imposible
170812  6c8222dc-cde8-54f2-940f-db50d2930637      CP1     2125.020  Velocidad imposible
170887  0f8eff6f-8f2e-5a64-981e-442a6c8f8fd7      CP2     5066.257  Velocidad imposible
170913  0f8eff6f-8f2e-5a64-981e-442a6c8f8fd7      CP1     1678.670  Velocidad imposible
170914  0f8eff6f-8f2e-5a64-981e-442a6c8f8fd7      EH1     2535.870  Velocidad imposible
170915  0f8eff6f-8f2e-5a64-981e-442a6c8f8fd7      CP2     4535.841  Velocidad imposible
170916  0f8eff6f-8f2e-5a64-981e-442a6c8f8fd7      CP3     5061.411  Velocidad imposible
170933  cc2bf30c-6e98-57cc-a234-50a12b8af586     Meta     8743.606  Velocidad imposible
170936  cc2bf30c-6e98-57cc-a234-50a12b8af586      EH1     3007.462  Velocidad imposible
170937  cc2bf30c-6e98-57cc-a234-50a12b8af586      CP2     4577.886  Velocidad imposible
170963  cc2bf30c-6e98-57cc-a234-50a12b8af586      CP1     1533.440  Velocidad imposible
170964  cc2bf30c-6e98-57cc-a234-50a12b8af586      EH1     2293.220  Velocidad imposible
170965  cc2bf30c-6e98-57cc-a234-50a12b8af586      CP2     4224.312  Velocidad imposible
170966  cc2bf30c-6e98-57cc-a234-50a12b8af586      CP3     4773.149  Velocidad imposible
170995  f4aa1bad-fe6f-5d0b-8cda-00d2a14f035f      CP1     6013.339    Outlier de tiempo
171014  f4aa1bad-fe6f-5d0b-8cda-00d2a14f035f      CP1     1946.590  Velocidad imposible
171015  f4aa1bad-fe6f-5d0b-8cda-00d2a14f035f      EH1     2806.560  Velocidad imposible
171078  38515f21-7f25-523f-ae44-41ef7169d8dc     Meta     8820.259  Velocidad imposible
171081  38515f21-7f25-523f-ae44-41ef7169d8dc      EH1     3209.850  Velocidad imposible
171082  38515f21-7f25-523f-ae44-41ef7169d8dc      CP2     4813.201  Velocidad imposible
171108  38515f21-7f25-523f-ae44-41ef7169d8dc      CP1     1638.870  Velocidad imposible
171109  38515f21-7f25-523f-ae44-41ef7169d8dc      EH1     2451.610  Velocidad imposible
171110  38515f21-7f25-523f-ae44-41ef7169d8dc      CP2     4485.291  Velocidad imposible
171111  38515f21-7f25-523f-ae44-41ef7169d8dc      CP3     5053.581  Velocidad imposible
171182  ad17ef3b-f894-51cb-827c-d85c0aefdd31      EH1     3212.173  Velocidad imposible
171183  ad17ef3b-f894-51cb-827c-d85c0aefdd31      CP2     4794.748  Velocidad imposible
171209  ad17ef3b-f894-51cb-827c-d85c0aefdd31      CP1     1659.390  Velocidad imposible
171210  ad17ef3b-f894-51cb-827c-d85c0aefdd31      EH1     2456.700  Velocidad imposible
171211  ad17ef3b-f894-51cb-827c-d85c0aefdd31      CP2     4532.255  Velocidad imposible
171212  ad17ef3b-f894-51cb-827c-d85c0aefdd31      CP3     5055.266  Velocidad imposible
171260  2f0b8b8b-8a85-5c2b-aae8-8d192b9852ff      CP1     2014.860  Velocidad imposible
171261  2f0b8b8b-8a85-5c2b-aae8-8d192b9852ff      EH1     2874.650  Velocidad imposible
171280  21ff2d4d-a5c6-552c-ae14-08a17f94db60     Meta     7861.835  Velocidad imposible
171282  21ff2d4d-a5c6-552c-ae14-08a17f94db60      CP1     1684.065  Velocidad imposible
171283  21ff2d4d-a5c6-552c-ae14-08a17f94db60      EH1     2937.760  Velocidad imposible
171284  21ff2d4d-a5c6-552c-ae14-08a17f94db60      CP2     4431.811  Velocidad imposible
171285  21ff2d4d-a5c6-552c-ae14-08a17f94db60      EH2     6472.239  Velocidad imposible
171286  21ff2d4d-a5c6-552c-ae14-08a17f94db60      CP3     7409.704  Velocidad imposible
171287  21ff2d4d-a5c6-552c-ae14-08a17f94db60      EH3     9450.214  Velocidad imposible
171288  21ff2d4d-a5c6-552c-ae14-08a17f94db60      CP4     9680.128  Velocidad imposible
171289  21ff2d4d-a5c6-552c-ae14-08a17f94db60   Lastkm    11236.364  Velocidad imposible
171290  21ff2d4d-a5c6-552c-ae14-08a17f94db60     Meta    11367.363  Velocidad imposible
171301  21ff2d4d-a5c6-552c-ae14-08a17f94db60      CP1     2071.937  Velocidad imposible
171302  21ff2d4d-a5c6-552c-ae14-08a17f94db60      EH1     2867.629  Velocidad imposible
171303  21ff2d4d-a5c6-552c-ae14-08a17f94db60      CP2     3520.464  Velocidad imposible
171304  21ff2d4d-a5c6-552c-ae14-08a17f94db60      EH2     6621.466  Velocidad imposible
171305  21ff2d4d-a5c6-552c-ae14-08a17f94db60      EH3     9343.567  Velocidad imposible
171306  21ff2d4d-a5c6-552c-ae14-08a17f94db60      CP4    11144.101  Velocidad imposible
171307  21ff2d4d-a5c6-552c-ae14-08a17f94db60   Lastkm    11708.667  Velocidad imposible
171308  21ff2d4d-a5c6-552c-ae14-08a17f94db60     Meta    11821.906  Velocidad imposible
171310  21ff2d4d-a5c6-552c-ae14-08a17f94db60      CP1     1370.600  Velocidad imposible
171311  21ff2d4d-a5c6-552c-ae14-08a17f94db60      EH1     2036.600  Velocidad imposible
171312  21ff2d4d-a5c6-552c-ae14-08a17f94db60      CP2     3673.688  Velocidad imposible
171313  21ff2d4d-a5c6-552c-ae14-08a17f94db60      CP3     4170.870  Velocidad imposible
171314  21ff2d4d-a5c6-552c-ae14-08a17f94db60      EH2     6399.980  Velocidad imposible
171315  21ff2d4d-a5c6-552c-ae14-08a17f94db60      CP4     6953.140  Velocidad imposible
171316  21ff2d4d-a5c6-552c-ae14-08a17f94db60   Lastkm     7898.804  Velocidad imposible
171317  21ff2d4d-a5c6-552c-ae14-08a17f94db60     Meta     7981.411  Velocidad imposible
171360  0f83a402-e8ee-5513-bbee-c9bb96e6e8a9      CP1     1884.000  Velocidad imposible
171361  0f83a402-e8ee-5513-bbee-c9bb96e6e8a9      EH1     2752.470  Velocidad imposible
171462  0f7c3be5-ce16-5c09-982d-7163028f2907      CP1     2069.620  Velocidad imposible
171536  f040907c-3d0e-508d-a411-7d7292234e91      CP2     5061.522  Velocidad imposible
171562  f040907c-3d0e-508d-a411-7d7292234e91      CP1     1722.510  Velocidad imposible
171563  f040907c-3d0e-508d-a411-7d7292234e91      EH1     2536.890  Velocidad imposible
171564  f040907c-3d0e-508d-a411-7d7292234e91      CP2     4610.872  Velocidad imposible
171612  d45dc5e0-486f-58f9-87d2-7d05e42fa831      CP1     1967.830  Velocidad imposible
171613  d45dc5e0-486f-58f9-87d2-7d05e42fa831      EH1     2881.970  Velocidad imposible
171663  1ba8b3c3-9097-5b01-877b-0001bdb495a7      CP1     1953.350  Velocidad imposible
171664  1ba8b3c3-9097-5b01-877b-0001bdb495a7      EH1     2851.780  Velocidad imposible
171763  31266c56-3539-5c16-ad4a-c929f90e9afb      CP1     2019.030  Velocidad imposible
171764  31266c56-3539-5c16-ad4a-c929f90e9afb      EH1     2884.160  Velocidad imposible
171795  3da20337-4c60-580d-8d57-1d6aafa0dd27      CP1     5873.672    Outlier de tiempo
171799  3da20337-4c60-580d-8d57-1d6aafa0dd27     Meta    50073.132    Outlier de tiempo
171874  b6861a84-dc59-5797-8978-ed1a4a86962a      EH1     9504.965    Outlier de tiempo
171875  b6861a84-dc59-5797-8978-ed1a4a86962a      CP2    11921.831    Outlier de tiempo
172016  b327b5a9-0bde-5ab0-93e2-70dce937f5e6      CP1     1914.790  Velocidad imposible
172017  b327b5a9-0bde-5ab0-93e2-70dce937f5e6      EH1     2746.180  Velocidad imposible
172066  3a645c31-934d-5c3c-954b-e338a044b892      CP1     2127.900  Velocidad imposible
172136  cce7245f-b79e-563a-bb36-59be3d9a4182     Meta     9192.500  Velocidad imposible
172139  cce7245f-b79e-563a-bb36-59be3d9a4182      EH1     3014.846  Velocidad imposible
172140  cce7245f-b79e-563a-bb36-59be3d9a4182      CP2     4597.105  Velocidad imposible
172152  cce7245f-b79e-563a-bb36-59be3d9a4182     Meta    36127.458    Outlier de tiempo
172165  cce7245f-b79e-563a-bb36-59be3d9a4182      CP1     1575.000  Velocidad imposible
172166  cce7245f-b79e-563a-bb36-59be3d9a4182      EH1     2325.680  Velocidad imposible
172167  cce7245f-b79e-563a-bb36-59be3d9a4182      CP2     4224.061  Velocidad imposible
172168  cce7245f-b79e-563a-bb36-59be3d9a4182      CP3     4774.266  Velocidad imposible
172239  e6de7ec1-c985-5197-ac96-7676de523708      EH1     2998.221  Velocidad imposible
172240  e6de7ec1-c985-5197-ac96-7676de523708      CP2     4560.577  Velocidad imposible
172257  e6de7ec1-c985-5197-ac96-7676de523708      CP1     2156.957  Velocidad imposible
172258  e6de7ec1-c985-5197-ac96-7676de523708      EH1     3024.817  Velocidad imposible
172259  e6de7ec1-c985-5197-ac96-7676de523708      CP2     3689.659  Velocidad imposible
172266  e6de7ec1-c985-5197-ac96-7676de523708      CP1     1383.020  Velocidad imposible
172267  e6de7ec1-c985-5197-ac96-7676de523708      EH1     2154.810  Velocidad imposible
172268  e6de7ec1-c985-5197-ac96-7676de523708      CP2     3988.292  Velocidad imposible
172269  e6de7ec1-c985-5197-ac96-7676de523708      CP3     4536.859  Velocidad imposible
172332  c55d21d6-4f4f-5b26-9c6b-fd8699196ad6     Meta     9202.003  Velocidad imposible
172335  c55d21d6-4f4f-5b26-9c6b-fd8699196ad6      EH1     3009.279  Velocidad imposible
172336  c55d21d6-4f4f-5b26-9c6b-fd8699196ad6      CP2     4557.843  Velocidad imposible
172362  c55d21d6-4f4f-5b26-9c6b-fd8699196ad6      CP1     1580.480  Velocidad imposible
172363  c55d21d6-4f4f-5b26-9c6b-fd8699196ad6      EH1     2373.160  Velocidad imposible
172364  c55d21d6-4f4f-5b26-9c6b-fd8699196ad6      CP2     4282.524  Velocidad imposible
172365  c55d21d6-4f4f-5b26-9c6b-fd8699196ad6      CP3     4802.153  Velocidad imposible
172408  676e33b9-e648-5459-a149-a4bf740ca225      CP3    22025.204    Outlier de tiempo
172413  676e33b9-e648-5459-a149-a4bf740ca225      CP1     2079.510  Velocidad imposible
172433  2dd9307e-a7f8-54bb-aef9-e1e7707681f4     Meta     9182.128  Velocidad imposible
172436  2dd9307e-a7f8-54bb-aef9-e1e7707681f4      EH1     3009.951  Velocidad imposible
172437  2dd9307e-a7f8-54bb-aef9-e1e7707681f4      CP2     4591.135  Velocidad imposible
172463  2dd9307e-a7f8-54bb-aef9-e1e7707681f4      CP1     1581.470  Velocidad imposible
172464  2dd9307e-a7f8-54bb-aef9-e1e7707681f4      EH1     2325.930  Velocidad imposible
172465  2dd9307e-a7f8-54bb-aef9-e1e7707681f4      CP2     4223.274  Velocidad imposible
172466  2dd9307e-a7f8-54bb-aef9-e1e7707681f4      CP3     4773.964  Velocidad imposible
172473  a052d5cd-51ca-5d63-ad06-ebfa720f6ddd      EH1     9561.876    Outlier de tiempo
172474  a052d5cd-51ca-5d63-ad06-ebfa720f6ddd      CP2    11867.506    Outlier de tiempo
172514  a052d5cd-51ca-5d63-ad06-ebfa720f6ddd      CP1     1878.850  Velocidad imposible
172547  e2e8cffb-36f4-5af8-a163-50b07150594e      CP2    11821.006    Outlier de tiempo
172549  e2e8cffb-36f4-5af8-a163-50b07150594e      EH2    17642.554    Outlier de tiempo
172550  e2e8cffb-36f4-5af8-a163-50b07150594e     Meta    49759.435    Outlier de tiempo
172559  e2e8cffb-36f4-5af8-a163-50b07150594e      CP3    22094.031    Outlier de tiempo
172587  7965fd1e-cdfb-55a6-be99-748b15af0ae5      EH1     3003.712  Velocidad imposible
172588  7965fd1e-cdfb-55a6-be99-748b15af0ae5      CP2     4585.481  Velocidad imposible
172614  7965fd1e-cdfb-55a6-be99-748b15af0ae5      CP1     1657.930  Velocidad imposible
172615  7965fd1e-cdfb-55a6-be99-748b15af0ae5      EH1     2462.380  Velocidad imposible
172616  7965fd1e-cdfb-55a6-be99-748b15af0ae5      CP2     4489.114  Velocidad imposible
172617  7965fd1e-cdfb-55a6-be99-748b15af0ae5      CP3     5056.370  Velocidad imposible
172720  f22f2e83-8a10-5203-a583-966725d5e7e1      EH1     7898.573    Outlier de tiempo
172744  f22f2e83-8a10-5203-a583-966725d5e7e1     Meta    49765.835    Outlier de tiempo
172778  701b814c-6bf1-5a34-8463-9455dbbc7bf3     Meta     9508.063  Velocidad imposible
172781  701b814c-6bf1-5a34-8463-9455dbbc7bf3      EH1     3009.601  Velocidad imposible
172782  701b814c-6bf1-5a34-8463-9455dbbc7bf3      CP2     4580.875  Velocidad imposible
172784  701b814c-6bf1-5a34-8463-9455dbbc7bf3      CP3     8839.506  Velocidad imposible
172808  701b814c-6bf1-5a34-8463-9455dbbc7bf3      CP1     1643.630  Velocidad imposible
172809  701b814c-6bf1-5a34-8463-9455dbbc7bf3      EH1     2457.250  Velocidad imposible
172810  701b814c-6bf1-5a34-8463-9455dbbc7bf3      CP2     4494.396  Velocidad imposible
172811  701b814c-6bf1-5a34-8463-9455dbbc7bf3      CP3     5052.806  Velocidad imposible
172958  8ed4ceef-ea69-5257-b346-4e5326b3b9c3      CP1     1772.040  Velocidad imposible
172959  8ed4ceef-ea69-5257-b346-4e5326b3b9c3      EH1     2618.590  Velocidad imposible
172960  8ed4ceef-ea69-5257-b346-4e5326b3b9c3      CP2     4688.598  Velocidad imposible
173060  f6d2cf03-991c-536c-83e5-cded3996b630      CP1     1960.300  Velocidad imposible
173061  f6d2cf03-991c-536c-83e5-cded3996b630      EH1     2853.600  Velocidad imposible
173083  e207b763-0699-57ed-b605-e881ce4d4fe4      EH1     3208.311  Velocidad imposible
173084  e207b763-0699-57ed-b605-e881ce4d4fe4      CP2     4818.138  Velocidad imposible
173110  e207b763-0699-57ed-b605-e881ce4d4fe4      CP1     1642.750  Velocidad imposible
173111  e207b763-0699-57ed-b605-e881ce4d4fe4      EH1     2453.110  Velocidad imposible
173112  e207b763-0699-57ed-b605-e881ce4d4fe4      CP2     4487.761  Velocidad imposible
173113  e207b763-0699-57ed-b605-e881ce4d4fe4      CP3     5055.572  Velocidad imposible
173161  8b354891-8bab-538b-95d5-ad805b6ee2d3      CP1     1903.270  Velocidad imposible
173162  8b354891-8bab-538b-95d5-ad805b6ee2d3      EH1     2764.020  Velocidad imposible
173174  1f99fe22-a93d-5198-9eb5-df83def8cefa      CP4    12264.684  Velocidad imposible
173175  1f99fe22-a93d-5198-9eb5-df83def8cefa  Last km    12416.720  Velocidad imposible
173176  1f99fe22-a93d-5198-9eb5-df83def8cefa     Meta    12527.690  Velocidad imposible
173181  1f99fe22-a93d-5198-9eb5-df83def8cefa     Meta     8592.486  Velocidad imposible
173183  1f99fe22-a93d-5198-9eb5-df83def8cefa      CP1     1684.389  Velocidad imposible
173184  1f99fe22-a93d-5198-9eb5-df83def8cefa      EH1     2936.833  Velocidad imposible
173185  1f99fe22-a93d-5198-9eb5-df83def8cefa      CP2     4444.210  Velocidad imposible
173186  1f99fe22-a93d-5198-9eb5-df83def8cefa      EH2     6540.426  Velocidad imposible
173187  1f99fe22-a93d-5198-9eb5-df83def8cefa      CP3     7573.759  Velocidad imposible
173188  1f99fe22-a93d-5198-9eb5-df83def8cefa      EH3     9731.989  Velocidad imposible
173189  1f99fe22-a93d-5198-9eb5-df83def8cefa      CP4     9975.949  Velocidad imposible
173190  1f99fe22-a93d-5198-9eb5-df83def8cefa   Lastkm    11688.649  Velocidad imposible
173191  1f99fe22-a93d-5198-9eb5-df83def8cefa     Meta    11839.732  Velocidad imposible
173203  1f99fe22-a93d-5198-9eb5-df83def8cefa      CP1     1371.200  Velocidad imposible
173204  1f99fe22-a93d-5198-9eb5-df83def8cefa      EH1     2038.530  Velocidad imposible
173205  1f99fe22-a93d-5198-9eb5-df83def8cefa      CP2     3793.029  Velocidad imposible
173206  1f99fe22-a93d-5198-9eb5-df83def8cefa      CP3     4426.294  Velocidad imposible
173253  51d024c8-658c-5c62-9ad6-a11b2e8013dd      CP1     1772.670  Velocidad imposible
173254  51d024c8-658c-5c62-9ad6-a11b2e8013dd      EH1     2617.270  Velocidad imposible
173255  51d024c8-658c-5c62-9ad6-a11b2e8013dd      CP2     4687.805  Velocidad imposible
